sxn,txndate,ranking,doughnut,plainbrownie,moltenlava,chickenbread,chickenpatties,pastry,cardamomtea,coffee,chickenpizzal,cheesepizzal,zingerburger,chickenburger,chickenpiece,chickenparatharoll,frenchfries,pizzam,pizzas,shawarma
5513,8/28/23,H,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
5514,8/28/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5515,8/28/23,H,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5516,8/28/23,S,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
5517,8/28/23,O,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
5518,8/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5519,8/28/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5520,8/28/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5521,8/28/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5522,8/28/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5523,8/28/23,Se,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5524,8/28/23,S,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5525,8/28/23,O,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0
5526,8/28/23,H,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5527,8/28/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5528,8/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,8/28/23,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,8/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,8/28/23,H,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5532,8/28/23,Se,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5533,8/28/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5534,8/28/23,S,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5535,8/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,8/28/23,S,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
5537,8/28/23,O,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
5538,8/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,8/28/23,Se,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5540,8/28/23,H,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5541,8/28/23,O,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5542,8/28/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,8/28/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5544,8/29/23,O,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5545,8/29/23,H,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5546,8/29/23,S,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5547,8/29/23,O,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
5548,8/29/23,S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
5549,8/29/23,Se,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5550,8/29/23,S,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
5551,8/29/23,O,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
5552,8/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5553,8/29/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5554,8/29/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5555,8/29/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5556,8/29/23,S,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5557,8/29/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5558,8/29/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,8/29/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5560,8/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5561,8/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,8/29/23,H,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5563,8/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5564,8/29/23,O,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
5565,8/29/23,H,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5566,8/29/23,S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5567,8/29/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,8/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5569,8/29/23,O,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5570,8/29/23,S,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
5571,8/29/23,S,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5572,8/29/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5573,8/29/23,S,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5574,8/29/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5575,8/29/23,S,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5576,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5577,8/30/23,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
5578,8/30/23,S,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
5579,8/30/23,O,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
5580,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581,8/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5582,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,8/30/23,O,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
5584,8/30/23,O,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5585,8/30/23,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5586,8/30/23,S,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
5587,8/30/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5588,8/30/23,S,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5589,8/30/23,O,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
5590,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,8/30/23,S,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5592,8/30/23,H,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5593,8/30/23,O,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
5594,8/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5595,8/30/23,O,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5596,8/30/23,H,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5597,8/30/23,H,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5598,8/30/23,H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5599,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5600,8/30/23,O,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5601,8/30/23,O,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
5602,8/30/23,O,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
5603,8/30/23,H,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5604,8/30/23,H,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5605,8/30/23,S,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5606,8/30/23,S,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
5607,8/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5608,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5609,8/30/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,8/30/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5611,8/31/23,S,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
5612,8/31/23,O,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
5613,8/31/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5614,8/31/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5615,8/31/23,S,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5616,8/31/23,O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5617,8/31/23,O,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1
5618,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5619,8/31/23,O,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
5620,8/31/23,S,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5621,8/31/23,O,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1
5622,8/31/23,S,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0
5623,8/31/23,O,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5624,8/31/23,S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5625,8/31/23,O,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
5626,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5627,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5628,8/31/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5630,8/31/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5631,8/31/23,O,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
5632,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5633,8/31/23,S,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5634,8/31/23,O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5635,8/31/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5637,8/31/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
5638,8/31/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5639,8/31/23,Se,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5640,8/31/23,O,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0
5641,8/31/23,O,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
5642,8/31/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5643,8/31/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5644,8/31/23,S,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5645,8/31/23,S,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5646,8/31/23,O,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5647,8/31/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5648,8/31/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5649,9/1/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,9/1/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5651,9/1/23,Se,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5652,9/1/23,S,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5653,9/1/23,S,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
5654,9/1/23,O,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
5655,9/1/23,H,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5656,9/1/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,9/1/23,S,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5658,9/1/23,O,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
5659,9/1/23,Se,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,9/1/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5661,9/1/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5662,9/1/23,O,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5663,9/1/23,O,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
5664,9/1/23,S,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
5665,9/1/23,S,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5666,9/1/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,9/1/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5668,9/1/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5669,9/1/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5670,9/1/23,Se,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5671,9/1/23,O,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1
5672,9/1/23,O,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5673,9/1/23,H,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5674,9/1/23,H,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5675,9/1/23,O,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0
5676,9/1/23,O,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5677,9/1/23,S,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
5678,9/1/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5679,9/1/23,S,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5680,9/1/23,Se,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5681,9/1/23,O,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
5682,9/2/23,S,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
5683,9/2/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5684,9/2/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5685,9/2/23,H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5686,9/2/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5687,9/2/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5688,9/2/23,O,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5689,9/2/23,O,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
5690,9/2/23,S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,9/2/23,H,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
5692,9/2/23,O,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5693,9/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5694,9/2/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5695,9/2/23,S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5696,9/2/23,O,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
5697,9/2/23,Se,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5698,9/2/23,S,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5699,9/2/23,O,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
5700,9/2/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5701,9/2/23,S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5702,9/2/23,O,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
5703,9/2/23,H,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5704,9/2/23,S,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5705,9/2/23,O,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5706,9/2/23,O,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
5707,9/2/23,O,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
5708,9/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5709,9/2/23,S,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
5710,9/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5711,9/2/23,O,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5712,9/2/23,H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5713,9/3/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,9/3/23,S,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0
5715,9/3/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5716,9/3/23,S,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5717,9/3/23,S,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5718,9/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5719,9/3/23,Se,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5720,9/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5721,9/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5722,9/3/23,O,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5723,9/3/23,H,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5724,9/3/23,S,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5725,9/3/23,O,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
5726,9/3/23,O,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5727,9/3/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5728,9/3/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5729,9/3/23,H,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5730,9/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5731,9/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5732,9/3/23,O,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5733,9/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,9/3/23,O,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5735,9/3/23,O,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5736,9/3/23,S,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5737,9/3/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5738,9/3/23,H,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5739,9/3/23,S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5740,9/3/23,S,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5741,9/3/23,O,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5742,9/3/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5743,9/3/23,S,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5744,9/3/23,H,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5745,9/4/23,S,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5746,9/4/23,O,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
5747,9/4/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5748,9/4/23,O,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5749,9/4/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5750,9/4/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5751,9/4/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5752,9/4/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5753,9/4/23,S,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5754,9/4/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5755,9/4/23,O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5756,9/4/23,S,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5757,9/4/23,O,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
5758,9/4/23,O,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
5759,9/4/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5760,9/4/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5761,9/4/23,H,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5762,9/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5763,9/4/23,H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,9/4/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5765,9/4/23,O,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
5766,9/4/23,S,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5767,9/4/23,O,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0
5768,9/4/23,H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5769,9/4/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5770,9/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5771,9/4/23,O,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5772,9/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,9/4/23,H,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5774,9/4/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5775,9/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,9/4/23,S,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
5777,9/4/23,S,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
5778,9/4/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5779,9/5/23,O,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5780,9/5/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5781,9/5/23,S,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0
5782,9/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5783,9/5/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5784,9/5/23,H,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5785,9/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,9/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5787,9/5/23,O,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
5788,9/5/23,Se,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5789,9/5/23,S,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
5790,9/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5791,9/5/23,O,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
5792,9/5/23,H,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5793,9/5/23,O,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5794,9/5/23,O,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
5795,9/5/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5796,9/5/23,O,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0
5797,9/5/23,H,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5798,9/5/23,S,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5799,9/5/23,S,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5800,9/5/23,H,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5801,9/5/23,S,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
5802,9/5/23,S,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5803,9/5/23,H,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5804,9/5/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5805,9/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
